id,name,type,test_type_codes,test_type_labels,job_family,job_levels,industry,remote_testing,adaptive_irt,duration_minutes,description,languages,url,use_cases,keywords,job_family_id,job_level_ids,sub_industry_ids,skill_ids,cognitive_domain_ids,ucf_competency_cluster_ids,delivery_proctoring_id,delivery_bandwidth_id,delivery_device_ids,accessibility_flags,confidence_score,confidence_band,schema_version,effective_from,valid_until,lifecycle_status,gdpr_compliant,bias_audit_required,right_to_explanation
298,Jenkins (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Jenkins (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/jenkins-new/,Talent Acquisition,jenkins (new) | knowledge & skills | business | jenkins,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
299,Job Control Language (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Job Control Language (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/job-control-language-new/,Talent Acquisition,job control language (new) | knowledge & skills | business | control | language,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
300,jQuery (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"jQuery (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/jquery-new/,Talent Acquisition,jquery (new) | knowledge & skills | business | jquery,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
301,Kubernetes (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Kubernetes (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/kubernetes-new/,Talent Acquisition,kubernetes (new) | knowledge & skills | information technology | kubernetes,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
302,Linux Administration (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Linux Administration (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/linux-administration-new/,Talent Acquisition,linux administration (new) | knowledge & skills | information technology | linux | administration,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
303,Linux Operating System,Individual Test,K,Knowledge & Skills,Information Technology,Entry-Level | General Population | Graduate | Manager | Professional Individual Contributor,,True,False,,"Linux Operating System is an individual SHL assessment measuring Knowledge & Skills. Suitable for Entry-Level, General Population candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/linux-operating-system/,Talent Acquisition,linux operating system | knowledge & skills | information technology | linux | operating | system,JF_IT_001,JL_ENT_001|JL_GEN_001|JL_GRD_001|JL_MGR_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
304,Linux Programming (General),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Linux Programming (General) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/linux-programming-general/,Talent Acquisition,linux programming (general) | knowledge & skills | information technology | linux | programming | general,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
305,Load Runner (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Load Runner (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/load-runner-new/,Talent Acquisition,load runner (new) | knowledge & skills | business | load | runner,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
306,Management Scenarios,Individual Test,B,Biodata & Situational Judgement,Information Technology,Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Management Scenarios is an individual SHL assessment measuring Biodata & Situational Judgement. Suitable for Front Line Manager, Graduate candidates in Information Technology roles.",English International | Arabic | Japanese | Korean | Italian | English (South Africa),https://www.shl.com/products/product-catalog/view/management-scenarios/,Talent Acquisition,management scenarios | biodata & situational judgement | information technology | management | scenarios,JF_IT_001,JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_CRT_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
307,Managerial Scenarios Candidate Report,Individual Test,B,Biodata & Situational Judgement,Information Technology,Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Managerial Scenarios Candidate Report is an individual SHL assessment measuring Biodata & Situational Judgement. Suitable for Front Line Manager, Graduate candidates in Information Technology roles.",English International | German | Japanese | Russian | Turkish | Romanian | English (South Africa),https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,Talent Acquisition,managerial scenarios candidate report | biodata & situational judgement | information technology | managerial | scenarios | candidate | report,JF_IT_001,JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_CRT_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
308,Managerial Scenarios Narrative Report,Individual Test,B,Biodata & Situational Judgement,Information Technology,Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Managerial Scenarios Narrative Report is an individual SHL assessment measuring Biodata & Situational Judgement. Suitable for Front Line Manager, Graduate candidates in Information Technology roles.",English International | German | Japanese | Russian | Italian | Turkish | Romanian | English (South Africa),https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/,Talent Acquisition,managerial scenarios narrative report | biodata & situational judgement | information technology | managerial | scenarios | narrative | report,JF_IT_001,JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_CRT_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
309,Managerial Scenarios Profile Report,Individual Test,B,Biodata & Situational Judgement,Information Technology,Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Managerial Scenarios Profile Report is an individual SHL assessment measuring Biodata & Situational Judgement. Suitable for Front Line Manager, Graduate candidates in Information Technology roles.",English International | German | Japanese | Russian | Italian | Turkish | Romanian | English (South Africa),https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/,Talent Acquisition,managerial scenarios profile report | biodata & situational judgement | information technology | managerial | scenarios | profile | report,JF_IT_001,JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_CRT_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
310,Manual Testing (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Manual Testing (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/manual-testing-new/,Talent Acquisition,manual testing (new) | knowledge & skills | business | manual | testing,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
311,Manufac. & Indust. - Mechanical & Vigilance 8.0,Individual Test,"A,P",Ability & Aptitude | Personality & Behavior,Business,Entry-Level | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Manufac. & Indust. - Mechanical & Vigilance 8.0 is an individual SHL assessment measuring Ability & Aptitude and Personality & Behavior. Suitable for Entry-Level, Graduate candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,Talent Acquisition,manufac. & indust. - mechanical & vigilance 8.0 | ability & aptitude | personality & behavior | business | manufac. | indust. | mechanical | vigilance,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
312,Manufac. & Indust. - Safety & Dependability 8.0,Individual Test,P,Personality & Behavior,Safety,Entry-Level | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Manufac. & Indust. - Safety & Dependability 8.0 is an individual SHL assessment measuring Personality & Behavior. Suitable for Entry-Level, Graduate candidates in Safety roles.",English (USA) | English International | French | German | Spanish | Chinese Simplified | Japanese | Italian | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,Talent Acquisition,manufac. & indust. - safety & dependability 8.0 | personality & behavior | safety | manufac. | indust. | dependability,JF_SAF_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_RSK_001|SKL_SOFT_CRT_001,,CL_OE_001|CL_AC_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
313,Manufacturing & Industrial - Essential Focus 8.0,Individual Test,P,Personality & Behavior,Business,Entry-Level | Graduate | Manager | Mid-Professional | Professional Individual Contributor,Manufacturing,True,False,,"Manufacturing & Industrial - Essential Focus 8.0 is an individual SHL assessment measuring Personality & Behavior. Suitable for Entry-Level, Graduate candidates in Business roles.",English (USA) | English International | French | German | Spanish | Chinese Simplified | Japanese | Italian | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,Talent Acquisition,manufacturing & industrial - essential focus 8.0 | personality & behavior | business | manufacturing | industrial | essential | focus,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_MFG_AUT_001|IND_MFG_IND_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.88,HIGH,2.0,2026-03-01,,active,True,True,True
314,Manufacturing & Industrial - Mechanical Focus 8.0,Individual Test,"A,P",Ability & Aptitude | Personality & Behavior,Business,Entry-Level | Graduate | Manager | Mid-Professional | Professional Individual Contributor,Manufacturing,True,False,,"Manufacturing & Industrial - Mechanical Focus 8.0 is an individual SHL assessment measuring Ability & Aptitude and Personality & Behavior. Suitable for Entry-Level, Graduate candidates in Business roles.",English (USA) | English International | Spanish | Chinese Simplified | Japanese | Italian | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,Talent Acquisition,manufacturing & industrial - mechanical focus 8.0 | ability & aptitude | personality & behavior | business | manufacturing | industrial | mechanical | focus,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_MFG_AUT_001|IND_MFG_IND_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.88,HIGH,2.0,2026-03-01,,active,True,True,True
315,Manufacturing & Industrial - Vigilance Focus 8.0,Individual Test,"A,P",Ability & Aptitude | Personality & Behavior,Business,Entry-Level | Graduate | Manager | Mid-Professional | Professional Individual Contributor,Manufacturing,True,False,,"Manufacturing & Industrial - Vigilance Focus 8.0 is an individual SHL assessment measuring Ability & Aptitude and Personality & Behavior. Suitable for Entry-Level, Graduate candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/vigilance-focus-8-0/,Talent Acquisition,manufacturing & industrial - vigilance focus 8.0 | ability & aptitude | personality & behavior | business | manufacturing | industrial | vigilance | focus,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_MFG_AUT_001|IND_MFG_IND_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
316,Marketing (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,False,,"Marketing (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/marketing-new/,Talent Acquisition,marketing (new) | knowledge & skills | business | marketing,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001|JL_SUP_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
317,Maven (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Maven (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/maven-new/,Talent Acquisition,maven (new) | knowledge & skills | business | maven,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
